answer_id,timestamp,prefecture,serials_nagoya1,serials_nagoya2,serials_kobe1,serials_kobe2,serials_saitama1,serials_saitama2,tickets_nagoya1,tickets_nagoya2,tickets_kobe1,tickets_kobe2,tickets_saitama1,tickets_saitama2
595,2017/06/03 8:03:12 午後 GMT+9,新潟県,2,2,0,0,2,2,0,0,0,0,2,0
596,2017/06/03 8:30:00 午後 GMT+9,千葉県,0,0,0,0,0,1,0,0,0,0,0,2
597,2017/06/03 8:49:57 午後 GMT+9,東京都,5,5,5,5,5,5,0,0,0,0,2,0
598,2017/06/03 9:03:56 午後 GMT+9,宮城県,0,0,0,0,2,2,0,0,0,0,0,2
599,2017/06/03 9:04:29 午後 GMT+9,千葉県,0,0,0,0,3,3,0,0,0,0,2,0
600,2017/06/03 9:45:09 午後 GMT+9,滋賀県,0,0,1,1,0,0,0,0,2,0,0,0
601,2017/06/03 9:58:12 午後 GMT+9,長野県,1,1,0,0,1,1,0,2,0,0,2,0
602,2017/06/03 10:06:45 午後 GMT+9,東京都,0,1,0,0,0,1,0,1,0,0,0,1
603,2017/06/03 10:55:20 午後 GMT+9,神奈川県,0,0,0,0,2,2,0,0,0,0,0,2
604,2017/06/03 10:58:48 午後 GMT+9,京都府,0,0,1,0,0,0,0,0,1,0,0,0
605,2017/06/04 1:30:52 午前 GMT+9,山口県,1,0,0,0,0,0,2,0,0,0,0,0
606,2017/06/04 7:08:05 午前 GMT+9,鳥取県,0,2,0,0,0,0,0,2,0,0,0,0
607,2017/06/04 3:26:00 午後 GMT+9,東京都,4,4,1,1,4,4,0,0,0,0,0,2
608,2017/06/04 5:07:01 午後 GMT+9,沖縄県,0,0,5,5,0,0,0,0,0,0,0,0
609,2017/06/04 5:07:29 午後 GMT+9,,0,0,5,5,1,1,0,0,0,0,0,0
610,2017/06/04 6:59:16 午後 GMT+9,愛知県,1,1,0,0,0,0,0,0,0,0,0,0
611,2017/06/05 7:52:06 午後 GMT+9,兵庫県,0,0,1,0,0,0,0,0,2,0,0,0
612,2017/06/29 5:24:41 午後 GMT+9,東京都,0,0,0,0,0,1,0,0,0,0,0,1
613,2017/07/02 5:57:56 午前 GMT+9,神奈川県,8,8,8,8,2,2,0,2,0,0,2,0
614,2017/07/03 1:52:29 午前 GMT+9,大阪府,1,1,15,15,1,1,0,0,1,0,0,0
615,2017/07/03 1:52:38 午前 GMT+9,東京都,1,1,0,0,7,7,0,0,0,0,0,2
616,2017/07/03 1:52:43 午前 GMT+9,滋賀県,2,2,2,2,2,2,0,0,0,0,0,2
617,2017/07/03 1:52:57 午前 GMT+9,海外,5,5,0,0,0,0,0,0,0,0,0,0
618,2017/07/03 1:56:23 午前 GMT+9,京都府,1,1,1,1,1,1,0,0,0,2,2,0
619,2017/07/03 2:01:53 午前 GMT+9,,2,2,2,2,2,2,2,0,0,0,0,0
620,2017/07/03 2:02:11 午前 GMT+9,海外,0,0,0,0,5,4,0,0,0,0,2,0
621,2017/07/03 2:04:10 午前 GMT+9,,2,2,2,2,1,1,0,0,0,0,0,0
622,2017/07/03 2:07:51 午前 GMT+9,,1,1,3,3,1,1,0,0,0,0,0,0
623,2017/07/03 2:09:49 午前 GMT+9,,1,1,3,3,2,2,0,0,0,0,0,0
624,2017/07/03 2:10:57 午前 GMT+9,,1,1,3,3,3,3,0,0,0,0,0,0
625,2017/07/03 2:12:20 午前 GMT+9,,4,4,3,3,2,2,0,0,0,0,2,0
626,2017/07/04 12:40:43 午前 GMT+9,大阪府,0,0,0,2,0,2,0,0,0,0,0,2
627,2017/08/04 8:51:28 午前 GMT+9,,3,3,3,3,0,0,2,0,0,0,0,0
628,2017/08/16 7:59:40 午前 GMT+9,埼玉県,10,10,5,5,2,2,0,2,0,0,2,2
629,2017/10/03 9:12:32 午前 GMT+9,,1,1,1,1,1,1,1,0,0,0,1,0
